backend,chain_len,median_ms,min_ms,per_op_ms,error
emule-wh,1,128.8338014855981,85.03118343651295,85.03118343651295,
emule-wh,2,265.6033863313496,225.0061370432377,112.50306852161884,
emule-wh,4,373.91486251726747,307.1805592626333,76.79513981565833,
emule-wh,8,984.2183468863368,793.1016907095909,99.13771133869886,
emule-wh,16,2237.445876467973,1334.4639651477337,83.40399782173336,
