chain_len,median_ms,min_ms,per_op_ms,error
1,175.635380204767,69.12715639919043,69.12715639919043,
2,346.40528121963143,333.92219711095095,166.96109855547547,
4,654.5229433104396,497.51809798181057,124.37952449545264,
8,1296.3238670490682,1185.0606007501483,148.13257509376854,
16,1984.6818055957556,1448.4856221824884,90.53035138640553,
