backend,op,dtype,total_elements,num_tiles,samples,median_ms,min_ms,mean_ms,std_ms
silicon-wh-b0,exp,bfloat16,2048,2,2,0.2169595,0.200582,0.2169595,0.01637749999999999
silicon-wh-b0,exp,bfloat16,3072,3,2,0.173414,0.16182,0.173414,0.011594000000000007
silicon-wh-b0,exp,bfloat16,4096,4,2,0.2599815,0.237039,0.2599815,0.022942500000000005
silicon-wh-b0,exp,bfloat16,5120,5,4,0.27412400000000003,0.265813,0.27449100000000004,0.00688364899599042
silicon-wh-b0,exp,bfloat16,6144,6,6,0.371657,0.246957,0.3708653333333333,0.1063439189511506
silicon-wh-b0,exp,bfloat16,7168,7,4,0.24741000000000002,0.236061,0.24800375,0.009901355244990452
silicon-wh-b0,exp,bfloat16,8192,8,2,0.250728,0.197719,0.250728,0.05300899999999999
silicon-wh-b0,exp,bfloat16,12288,12,6,0.185706,0.170272,0.262589,0.11790115679669984
silicon-wh-b0,exp,bfloat16,14336,14,4,0.23794700000000002,0.200583,0.23225525,0.019576601344142953
silicon-wh-b0,exp,bfloat16,15360,15,4,0.211058,0.192131,0.22027675,0.030218787635964153
silicon-wh-b0,exp,bfloat16,16384,16,2,0.259318,0.246048,0.259318,0.013270000000000004
silicon-wh-b0,exp,bfloat16,18432,18,2,0.2077405,0.19688,0.2077405,0.010860499999999995
silicon-wh-b0,exp,bfloat16,20480,20,8,0.33282500000000004,0.215737,0.32074275,0.08611154679215499
silicon-wh-b0,exp,bfloat16,21504,21,4,0.4412185,0.213363,0.40701375,0.11789356314781356
silicon-wh-b0,exp,bfloat16,24576,24,6,0.20746150000000002,0.18403,0.26115716666666666,0.09168342630562457
silicon-wh-b0,exp,bfloat16,30720,30,4,0.286242,0.237039,0.29865600000000003,0.05894065643509581
silicon-wh-b0,exp,bfloat16,35840,35,4,0.2748925,0.191573,0.26387525,0.05176105350731861
silicon-wh-b0,exp,bfloat16,36864,36,6,0.31271150000000003,0.20582,0.308393,0.08191357320778203
silicon-wh-b0,exp,bfloat16,40960,40,2,0.507846,0.495799,0.507846,0.01204700000000003
silicon-wh-b0,exp,bfloat16,43008,42,2,0.237458,0.216157,0.237458,0.021301000000000014
silicon-wh-b0,exp,bfloat16,46080,45,2,2.621816,0.428682,2.621816,2.1931339999999997
silicon-wh-b0,exp,bfloat16,49152,48,2,0.529636,0.483995,0.529636,0.045641000000000015
silicon-wh-b0,exp,bfloat16,56320,55,2,0.5723085,0.536096,0.5723085,0.03621249999999998
silicon-wh-b0,exp,bfloat16,57344,56,2,0.3905835,0.375672,0.3905835,0.014911499999999994
silicon-wh-b0,exp,bfloat16,61440,60,4,0.4375515,0.341521,0.4268135,0.0574325335001861
silicon-wh-b0,exp,bfloat16,71680,70,2,0.447329,0.445234,0.447329,0.0020949999999999858
silicon-wh-b0,exp,bfloat16,86016,84,2,462.6515665,0.418206,462.6515665,462.23336049999995
silicon-wh-b0,exp,bfloat16,102400,100,2,0.4615075,0.426727,0.4615075,0.03478049999999999
silicon-wh-b0,exp,bfloat16,107520,105,2,0.39103750000000004,0.343965,0.39103750000000004,0.04707249999999999
silicon-wh-b0,exp,bfloat16,110592,108,4,0.496811,0.452706,1.4381572500000002,1.6560338047154073
silicon-wh-b0,exp,bfloat16,122880,120,2,2.7052055,0.589035,2.7052055,2.1161705
silicon-wh-b0,exp,bfloat16,129024,126,4,0.401933,0.314562,0.4053375,0.07129782030854799
silicon-wh-b0,exp,bfloat16,143360,140,2,0.5412995,0.508649,0.5412995,0.03265049999999997
silicon-wh-b0,exp,bfloat16,147456,144,4,0.5985689999999999,0.460319,0.5785247499999999,0.07393938065528748
silicon-wh-b0,exp,bfloat16,157696,154,2,0.628111,0.614667,0.628111,0.013444000000000011
silicon-wh-b0,exp,bfloat16,165888,162,2,0.44495450000000003,0.397812,0.44495450000000003,0.047142500000000004
silicon-wh-b0,exp,bfloat16,184320,180,2,0.5991975,0.599023,0.5991975,0.00017450000000002186
silicon-wh-b0,exp,bfloat16,245760,240,4,0.730498,0.573881,0.6992445,0.07352587867037022
silicon-wh-b0,exp,bfloat16,256000,250,2,0.6763015,0.641975,0.6763015,0.03432650000000004
silicon-wh-b0,exp,bfloat16,258048,252,2,0.7926915000000001,0.726203,0.7926915000000001,0.0664885
silicon-wh-b0,exp,bfloat16,276480,270,2,0.885474,0.861065,0.885474,0.024409000000000014
silicon-wh-b0,exp,bfloat16,286720,280,4,0.6928885,0.616483,0.7090915,0.08897005521662892
silicon-wh-b0,exp,bfloat16,294912,288,4,0.8360270000000001,0.76224,2.28813525,2.558332450345769
silicon-wh-b0,exp,bfloat16,307200,300,2,0.8891755,0.790037,0.8891755,0.09913850000000002
silicon-wh-b0,exp,bfloat16,322560,315,2,0.651682,0.638133,0.651682,0.013549000000000033
silicon-wh-b0,exp,bfloat16,337920,330,2,0.828903,0.791015,0.828903,0.03788799999999998
silicon-wh-b0,exp,bfloat16,368640,360,6,0.820592,0.658527,0.814283,0.1067240232968504
silicon-wh-b0,exp,bfloat16,405504,396,2,1.0271460000000001,0.894658,1.0271460000000001,0.13248800000000005
silicon-wh-b0,exp,bfloat16,491520,480,2,1.0706565000000001,1.018136,1.0706565000000001,0.05252050000000008
silicon-wh-b0,exp,bfloat16,516096,504,2,1.0676185,1.039927,1.0676185,0.02769149999999998
silicon-wh-b0,exp,bfloat16,688128,672,2,1.0983835,0.895636,1.0983835,0.20274750000000002
silicon-wh-b0,exp,bfloat16,716800,700,2,1.124364,1.000676,1.124364,0.12368800000000002
silicon-wh-b0,exp,bfloat16,1105920,1080,2,1.96081,1.84037,1.96081,0.12043999999999988
silicon-wh-b0,exp,bfloat16,1146880,1120,2,2.0847765000000003,1.860693,2.0847765000000003,0.2240835000000001
silicon-wh-b0,exp,bfloat16,1161216,1134,2,1.972334,1.872497,1.972334,0.09983699999999995
silicon-wh-b0,exp,bfloat16,1376256,1344,2,2.1176715,2.087884,2.1176715,0.029787500000000078
silicon-wh-b0,exp,bfloat16,1433600,1400,2,2.148891,1.707952,2.148891,0.4409390000000001
silicon-wh-b0,exp,bfloat16,1658880,1620,2,2.6201049999999997,2.378352,2.6201049999999997,0.24175299999999988
silicon-wh-b0,exp,bfloat16,1720320,1680,2,2.9358890000000004,2.787059,2.9358890000000004,0.14883000000000002
silicon-wh-b0,exp,bfloat16,2408448,2352,2,3.8476235,3.554538,3.8476235,0.2930855000000001
